transaction_id,sender_id,receiver_id,amount,timestamp
TXN_00036,CYC4_2_D,CYC4_2_A,200,2025-02-01 02:30:00
TXN_00037,CYC4_3_A,CYC4_3_B,200,2025-02-01 03:00:00
TXN_00038,CYC4_3_B,CYC4_3_C,200,2025-02-01 03:10:00
TXN_00039,CYC4_3_C,CYC4_3_D,200,2025-02-01 03:20:00
TXN_00040,CYC4_3_D,CYC4_3_A,200,2025-02-01 03:30:00
TXN_00041,CYC5_0_A,CYC5_0_B,300,2025-03-01 00:00:00
TXN_00042,CYC5_0_B,CYC5_0_C,300,2025-03-01 00:10:00
TXN_00043,CYC5_0_C,CYC5_0_D,300,2025-03-01 00:20:00
TXN_00044,CYC5_0_D,CYC5_0_E,300,2025-03-01 00:30:00
TXN_00045,CYC5_0_E,CYC5_0_A,300,2025-03-01 00:40:00
TXN_00046,CYC5_1_A,CYC5_1_B,300,2025-03-01 01:00:00
TXN_00047,CYC5_1_B,CYC5_1_C,300,2025-03-01 01:10:00
TXN_00048,CYC5_1_C,CYC5_1_D,300,2025-03-01 01:20:00
TXN_00049,CYC5_1_D,CYC5_1_E,300,2025-03-01 01:30:00
TXN_00050,CYC5_1_E,CYC5_1_A,300,2025-03-01 01:40:00
TXN_00051,CYC5_2_A,CYC5_2_B,300,2025-03-01 02:00:00
TXN_00052,CYC5_2_B,CYC5_2_C,300,2025-03-01 02:10:00
TXN_00053,CYC5_2_C,CYC5_2_D,300,2025-03-01 02:20:00
TXN_00054,CYC5_2_D,CYC5_2_E,300,2025-03-01 02:30:00
TXN_00055,CYC5_2_E,CYC5_2_A,300,2025-03-01 02:40:00
TXN_00056,OVLP_A,OVLP_B,150,2025-04-01 10:00:00
TXN_00057,OVLP_B,OVLP_C,150,2025-04-01 10:10:00
TXN_00058,OVLP_C,OVLP_A,150,2025-04-01 10:20:00
TXN_00059,OVLP_A,OVLP_B,150,2025-04-01 10:30:00
TXN_00060,OVLP_B,OVLP_D,150,2025-04-01 10:40:00
TXN_00061,OVLP_D,OVLP_A,150,2025-04-01 10:50:00
TXN_00062,OVLP_B,OVLP_C,150,2025-04-01 11:00:00
TXN_00063,OVLP_C,OVLP_D,150,2025-04-01 11:10:00
TXN_00064,OVLP_D,OVLP_B,150,2025-04-01 11:20:00
TXN_00065,FI_SENDER_01,FI_HUB_A,55,2025-05-10 01:00:00
TXN_00066,FI_SENDER_02,FI_HUB_A,60,2025-05-10 02:00:00
TXN_00067,FI_SENDER_03,FI_HUB_A,65,2025-05-10 03:00:00
TXN_00068,FI_SENDER_04,FI_HUB_A,70,2025-05-10 04:00:00
TXN_00069,FI_SENDER_05,FI_HUB_A,75,2025-05-10 05:00:00
TXN_00070,FI_SENDER_06,FI_HUB_A,80,2025-05-10 06:00:00
TXN_00071,FI_SENDER_07,FI_HUB_A,85,2025-05-10 07:00:00
TXN_00072,FI_SENDER_08,FI_HUB_A,90,2025-05-10 08:00:00
TXN_00073,FI_SENDER_09,FI_HUB_A,95,2025-05-10 09:00:00
TXN_00074,FI_SENDER_10,FI_HUB_A,100,2025-05-10 10:00:00
TXN_00075,FI_SENDER_11,FI_HUB_A,105,2025-05-10 11:00:00
TXN_00076,FI_SENDER_12,FI_HUB_A,110,2025-05-10 12:00:00
TXN_00077,FI_SENDER_B_01,FI_HUB_B,83,2025-05-15 01:00:00
TXN_00078,FI_SENDER_B_02,FI_HUB_B,86,2025-05-15 02:00:00
TXN_00079,FI_SENDER_B_03,FI_HUB_B,89,2025-05-15 03:00:00
TXN_00080,FI_SENDER_B_04,FI_HUB_B,92,2025-05-15 04:00:00
TXN_00081,FI_SENDER_B_05,FI_HUB_B,95,2025-05-15 05:00:00
TXN_00082,FI_SENDER_B_06,FI_HUB_B,98,2025-05-15 06:00:00
TXN_00083,FI_SENDER_B_07,FI_HUB_B,101,2025-05-15 07:00:00
TXN_00084,FI_SENDER_B_08,FI_HUB_B,104,2025-05-15 08:00:00
TXN_00085,FI_SENDER_B_09,FI_HUB_B,107,2025-05-15 09:00:00
TXN_00086,FI_SENDER_B_10,FI_HUB_B,110,2025-05-15 10:00:00
TXN_00087,FI_SENDER_B_11,FI_HUB_B,113,2025-05-15 11:00:00
TXN_00088,FI_SENDER_B_12,FI_HUB_B,116,2025-05-15 12:00:00
TXN_00089,FI_SENDER_B_13,FI_HUB_B,119,2025-05-15 13:00:00
TXN_00090,FI_SENDER_B_14,FI_HUB_B,122,2025-05-15 14:00:00
TXN_00091,FI_SENDER_B_15,FI_HUB_B,125,2025-05-15 15:00:00
TXN_00092,FO_SRC_A,FO_RECV_01,210,2025-06-01 01:00:00
TXN_00093,FO_SRC_A,FO_RECV_02,220,2025-06-01 02:00:00
TXN_00094,FO_SRC_A,FO_RECV_03,230,2025-06-01 03:00:00
TXN_00095,FO_SRC_A,FO_RECV_04,240,2025-06-01 04:00:00
TXN_00096,FO_SRC_A,FO_RECV_05,250,2025-06-01 05:00:00
TXN_00097,FO_SRC_A,FO_RECV_06,260,2025-06-01 06:00:00
TXN_00098,FO_SRC_A,FO_RECV_07,270,2025-06-01 07:00:00
TXN_00099,FO_SRC_A,FO_RECV_08,280,2025-06-01 08:00:00
TXN_00100,FO_SRC_A,FO_RECV_09,290,2025-06-01 09:00:00
TXN_00101,FO_SRC_A,FO_RECV_10,300,2025-06-01 10:00:00
TXN_00102,FO_SRC_A,FO_RECV_11,310,2025-06-01 11:00:00
TXN_00103,FO_SRC_A,FO_RECV_12,320,2025-06-01 12:00:00
TXN_00104,FO_SRC_B,FO_RECV_B_01,158,2025-06-10 01:00:00
TXN_00105,FO_SRC_B,FO_RECV_B_02,166,2025-06-10 02:00:00
TXN_00106,FO_SRC_B,FO_RECV_B_03,174,2025-06-10 03:00:00
TXN_00107,FO_SRC_B,FO_RECV_B_04,182,2025-06-10 04:00:00
TXN_00108,FO_SRC_B,FO_RECV_B_05,190,2025-06-10 05:00:00
TXN_00109,FO_SRC_B,FO_RECV_B_06,198,2025-06-10 06:00:00
TXN_00110,FO_SRC_B,FO_RECV_B_07,206,2025-06-10 07:00:00
TXN_00111,FO_SRC_B,FO_RECV_B_08,214,2025-06-10 08:00:00
TXN_00112,FO_SRC_B,FO_RECV_B_09,222,2025-06-10 09:00:00
TXN_00113,FO_SRC_B,FO_RECV_B_10,230,2025-06-10 10:00:00
TXN_00114,FO_SRC_B,FO_RECV_B_11,238,2025-06-10 11:00:00
TXN_00115,MULE_IN_01,MULE_X,101,2025-07-01 01:00:00
TXN_00116,MULE_IN_02,MULE_X,102,2025-07-01 02:00:00
TXN_00117,MULE_IN_03,MULE_X,103,2025-07-01 03:00:00
TXN_00118,MULE_IN_04,MULE_X,104,2025-07-01 04:00:00
TXN_00119,MULE_IN_05,MULE_X,105,2025-07-01 05:00:00
TXN_00120,MULE_IN_06,MULE_X,106,2025-07-01 06:00:00
TXN_00121,MULE_IN_07,MULE_X,107,2025-07-01 07:00:00
TXN_00122,MULE_IN_08,MULE_X,108,2025-07-01 08:00:00
TXN_00123,MULE_IN_09,MULE_X,109,2025-07-01 09:00:00
TXN_00124,MULE_IN_10,MULE_X,110,2025-07-01 10:00:00
TXN_00125,MULE_IN_11,MULE_X,111,2025-07-01 11:00:00
TXN_00126,MULE_X,MULE_OUT_01,91,2025-07-01 13:00:00
TXN_00127,MULE_X,MULE_OUT_02,92,2025-07-01 14:00:00
TXN_00128,MULE_X,MULE_OUT_03,93,2025-07-01 15:00:00
TXN_00129,MULE_X,MULE_OUT_04,94,2025-07-01 16:00:00
TXN_00130,MULE_X,MULE_OUT_05,95,2025-07-01 17:00:00
TXN_00131,MULE_X,MULE_OUT_06,96,2025-07-01 18:00:00
TXN_00132,MULE_X,MULE_OUT_07,97,2025-07-01 19:00:00
TXN_00133,MULE_X,MULE_OUT_08,98,2025-07-01 20:00:00
TXN_00134,MULE_X,MULE_OUT_09,99,2025-07-01 21:00:00
TXN_00135,MULE_X,MULE_OUT_10,100,2025-07-01 22:00:00
TXN_00136,MULE_X,MULE_OUT_11,101,2025-07-01 23:00:00
TXN_00137,SHELL3_0_START,SHELL3_0_M1,1000,2025-08-01 00:00:00
TXN_00138,SHELL3_0_M1,SHELL3_0_M2,950,2025-08-01 01:00:00
TXN_00139,SHELL3_0_M2,SHELL3_0_END,900,2025-08-01 02:00:00
TXN_00140,SHELL3_1_START,SHELL3_1_M1,1000,2025-08-01 03:00:00
TXN_00141,SHELL3_1_M1,SHELL3_1_M2,950,2025-08-01 04:00:00
TXN_00142,SHELL3_1_M2,SHELL3_1_END,900,2025-08-01 05:00:00
TXN_00143,SHELL3_2_START,SHELL3_2_M1,1000,2025-08-01 06:00:00
TXN_00144,SHELL3_2_M1,SHELL3_2_M2,950,2025-08-01 07:00:00
TXN_00145,SHELL3_2_M2,SHELL3_2_END,900,2025-08-01 08:00:00
TXN_00146,SHELL4_0_START,SHELL4_0_M1,2000,2025-08-15 00:00:00
TXN_00147,SHELL4_0_M1,SHELL4_0_M2,1900,2025-08-15 01:00:00
TXN_00148,SHELL4_0_M2,SHELL4_0_M3,1800,2025-08-15 02:00:00
TXN_00149,SHELL4_0_M3,SHELL4_0_END,1700,2025-08-15 03:00:00
TXN_00150,SHELL4_1_START,SHELL4_1_M1,2000,2025-08-15 04:00:00
TXN_00151,SHELL4_1_M1,SHELL4_1_M2,1900,2025-08-15 05:00:00
TXN_00152,SHELL4_1_M2,SHELL4_1_M3,1800,2025-08-15 06:00:00
TXN_00153,SHELL4_1_M3,SHELL4_1_END,1700,2025-08-15 07:00:00
TXN_00154,SHELL5_START,SHELL5_M1,5000,2025-08-20 00:00:00
TXN_00155,SHELL5_M1,SHELL5_M2,4800,2025-08-20 01:00:00
TXN_00156,SHELL5_M2,SHELL5_M3,4600,2025-08-20 02:00:00
TXN_00157,SHELL5_M3,SHELL5_M4,4400,2025-08-20 03:00:00
TXN_00158,SHELL5_M4,SHELL5_END,4200,2025-08-20 04:00:00
TXN_00159,CYC3_0_A,VEL_TARGET_00,10,2025-01-01 00:30:00
TXN_00160,CYC3_0_A,VEL_TARGET_01,11,2025-01-01 01:30:00
TXN_00161,CYC3_0_A,VEL_TARGET_02,12,2025-01-01 02:30:00
TXN_00162,CYC3_0_A,VEL_TARGET_03,13,2025-01-01 03:30:00
TXN_00163,CYC3_0_A,VEL_TARGET_04,14,2025-01-01 04:30:00
TXN_00164,CYC3_0_A,VEL_TARGET_05,15,2025-01-01 05:30:00
TXN_00165,CYC3_0_A,VEL_TARGET_06,16,2025-01-01 06:30:00
TXN_00166,CYC3_0_A,VEL_TARGET_07,17,2025-01-01 07:30:00
TXN_00167,CYC3_0_A,VEL_TARGET_08,18,2025-01-01 08:30:00
TXN_00168,CYC3_0_A,VEL_TARGET_09,19,2025-01-01 09:30:00
TXN_00169,CYC3_0_A,VEL_TARGET_10,20,2025-01-01 10:30:00
TXN_00170,CYC3_0_A,VEL_TARGET_11,21,2025-01-01 11:30:00
TXN_00171,CYC3_0_A,VEL_TARGET_12,22,2025-01-01 12:30:00
TXN_00172,CYC3_0_A,VEL_TARGET_13,23,2025-01-01 13:30:00
TXN_00173,CYC3_0_A,VEL_TARGET_14,24,2025-01-01 14:30:00
TXN_00174,CYC3_0_A,VEL_TARGET_15,25,2025-01-01 15:30:00
TXN_00175,CYC3_0_A,VEL_TARGET_16,26,2025-01-01 16:30:00
TXN_00176,CYC3_0_A,VEL_TARGET_17,27,2025-01-01 17:30:00
TXN_00177,CYC3_0_A,VEL_TARGET_18,28,2025-01-01 18:30:00
TXN_00178,CYC3_0_A,VEL_TARGET_19,29,2025-01-01 19:30:00
TXN_00179,NEAR_S_1,NOT_FI_HUB,100,2025-09-01 01:00:00
TXN_00180,NEAR_S_2,NOT_FI_HUB,100,2025-09-01 02:00:00
TXN_00181,NEAR_S_3,NOT_FI_HUB,100,2025-09-01 03:00:00
TXN_00182,NEAR_S_4,NOT_FI_HUB,100,2025-09-01 04:00:00
TXN_00183,NEAR_S_5,NOT_FI_HUB,100,2025-09-01 05:00:00
TXN_00184,NEAR_S_6,NOT_FI_HUB,100,2025-09-01 06:00:00
TXN_00185,NEAR_S_7,NOT_FI_HUB,100,2025-09-01 07:00:00
TXN_00186,NEAR_S_8,NOT_FI_HUB,100,2025-09-01 08:00:00
TXN_00187,NEAR_S_9,NOT_FI_HUB,100,2025-09-01 09:00:00
TXN_00188,SPREAD_S_1,SPREAD_HUB,100,2025-09-01 12:00:00
TXN_00189,SPREAD_S_2,SPREAD_HUB,100,2025-09-02 12:00:00
TXN_00190,SPREAD_S_3,SPREAD_HUB,100,2025-09-03 12:00:00
TXN_00191,SPREAD_S_4,SPREAD_HUB,100,2025-09-04 12:00:00
TXN_00192,SPREAD_S_5,SPREAD_HUB,100,2025-09-05 12:00:00
TXN_00193,SPREAD_S_6,SPREAD_HUB,100,2025-09-06 12:00:00
TXN_00194,SPREAD_S_7,SPREAD_HUB,100,2025-09-07 12:00:00
TXN_00195,SPREAD_S_8,SPREAD_HUB,100,2025-09-08 12:00:00
TXN_00196,SPREAD_S_9,SPREAD_HUB,100,2025-09-09 12:00:00
TXN_00197,SPREAD_S_10,SPREAD_HUB,100,2025-09-10 12:00:00
TXN_00198,SPREAD_S_11,SPREAD_HUB,100,2025-09-11 12:00:00
TXN_00199,SPREAD_S_12,SPREAD_HUB,100,2025-09-12 12:00:00
TXN_00200,LOOP_0_A,LOOP_0_B,500,2025-10-01 00:00:00
TXN_00201,LOOP_0_B,LOOP_0_A,500,2025-10-01 01:00:00
TXN_00202,LOOP_1_A,LOOP_1_B,500,2025-10-01 02:00:00
TXN_00203,LOOP_1_B,LOOP_1_A,500,2025-10-01 03:00:00
TXN_00204,LOOP_2_A,LOOP_2_B,500,2025-10-01 04:00:00
TXN_00205,LOOP_2_B,LOOP_2_A,500,2025-10-01 05:00:00
TXN_00206,LIN_0_N0,LIN_0_N1,400,2025-10-15 00:00:00
TXN_00207,LIN_0_N1,LIN_0_N2,400,2025-10-15 01:00:00
TXN_00208,LIN_0_N2,LIN_0_N3,400,2025-10-15 02:00:00
TXN_00209,LIN_0_N3,LIN_0_N4,400,2025-10-15 03:00:00
TXN_00210,LIN_0_N4,LIN_0_N5,400,2025-10-15 04:00:00
TXN_00211,LIN_1_N0,LIN_1_N1,400,2025-10-15 05:00:00
TXN_00212,LIN_1_N1,LIN_1_N2,400,2025-10-15 06:00:00
TXN_00213,LIN_1_N2,LIN_1_N3,400,2025-10-15 07:00:00
TXN_00214,LIN_1_N3,LIN_1_N4,400,2025-10-15 08:00:00
TXN_00215,LIN_1_N4,LIN_1_N5,400,2025-10-15 09:00:00
TXN_00216,SELF_0,SELF_0,999,2025-11-01 00:00:00
TXN_00217,SELF_1,SELF_1,999,2025-11-01 01:00:00
TXN_00218,SELF_2,SELF_2,999,2025-11-01 02:00:00
TXN_00219,STAR_1,STAR_CENTER,75,2025-11-15 01:00:00
TXN_00220,STAR_2,STAR_CENTER,75,2025-11-15 02:00:00
TXN_00221,STAR_3,STAR_CENTER,75,2025-11-15 03:00:00
TXN_00222,STAR_4,STAR_CENTER,75,2025-11-15 04:00:00
TXN_00223,STAR_5,STAR_CENTER,75,2025-11-15 05:00:00
TXN_00224,STAR_6,STAR_CENTER,75,2025-11-15 06:00:00
TXN_00225,STAR_7,STAR_CENTER,75,2025-11-15 07:00:00
TXN_00226,STAR_8,STAR_CENTER,75,2025-11-15 08:00:00
TXN_00227,CLEAN_003,CLEAN_017,14,2025-12-01 00:00:00
TXN_00228,CLEAN_010,CLEAN_028,27,2025-12-02 01:00:00
TXN_00229,CLEAN_017,CLEAN_039,40,2025-12-03 02:00:00
TXN_00230,CLEAN_024,CLEAN_050,53,2025-12-04 03:00:00
TXN_00231,CLEAN_031,CLEAN_061,66,2025-12-05 04:00:00
TXN_00232,CLEAN_038,CLEAN_072,79,2025-12-06 05:00:00
TXN_00233,CLEAN_045,CLEAN_083,92,2025-12-07 06:00:00
TXN_00234,CLEAN_052,CLEAN_094,105,2025-12-08 07:00:00
TXN_00235,CLEAN_059,CLEAN_105,118,2025-12-09 08:00:00
TXN_00236,CLEAN_066,CLEAN_116,131,2025-12-10 09:00:00
TXN_00237,CLEAN_073,CLEAN_127,144,2025-12-11 10:00:00
TXN_00238,CLEAN_080,CLEAN_138,157,2025-12-12 11:00:00
TXN_00239,CLEAN_087,CLEAN_149,170,2025-12-13 12:00:00
TXN_00240,CLEAN_094,CLEAN_160,183,2025-12-14 13:00:00
TXN_00241,CLEAN_101,CLEAN_171,196,2025-12-15 14:00:00
TXN_00242,CLEAN_108,CLEAN_182,209,2025-12-16 15:00:00
TXN_00243,CLEAN_115,CLEAN_193,222,2025-12-17 16:00:00
TXN_00244,CLEAN_122,CLEAN_004,235,2025-12-18 17:00:00
TXN_00245,CLEAN_129,CLEAN_015,248,2025-12-19 18:00:00
TXN_00246,CLEAN_136,CLEAN_026,261,2025-12-20 19:00:00
TXN_00247,CLEAN_143,CLEAN_037,274,2025-12-21 20:00:00
TXN_00248,CLEAN_150,CLEAN_048,287,2025-12-22 21:00:00
TXN_00249,CLEAN_157,CLEAN_059,300,2025-12-23 22:00:00
TXN_00250,CLEAN_164,CLEAN_070,313,2025-12-24 23:00:00
TXN_00251,CLEAN_171,CLEAN_081,326,2025-12-25 00:00:00
TXN_00252,CLEAN_178,CLEAN_092,339,2025-12-26 01:00:00
TXN_00253,CLEAN_185,CLEAN_103,352,2025-12-27 02:00:00
TXN_00254,CLEAN_192,CLEAN_114,365,2025-12-28 03:00:00
TXN_00255,CLEAN_199,CLEAN_125,378,2025-12-01 04:00:00
TXN_00256,CLEAN_006,CLEAN_136,391,2025-12-02 05:00:00
TXN_00257,CLEAN_013,CLEAN_147,404,2025-12-03 06:00:00
TXN_00258,CLEAN_020,CLEAN_158,417,2025-12-04 07:00:00
TXN_00259,CLEAN_027,CLEAN_169,430,2025-12-05 08:00:00
TXN_00260,CLEAN_034,CLEAN_180,443,2025-12-06 09:00:00
TXN_00261,CLEAN_041,CLEAN_191,456,2025-12-07 10:00:00
TXN_00262,CLEAN_048,CLEAN_002,469,2025-12-08 11:00:00
TXN_00263,CLEAN_055,CLEAN_013,482,2025-12-09 12:00:00
TXN_00264,CLEAN_062,CLEAN_024,495,2025-12-10 13:00:00
TXN_00265,CLEAN_069,CLEAN_035,508,2025-12-11 14:00:00
TXN_00266,CLEAN_076,CLEAN_046,521,2025-12-12 15:00:00
TXN_00267,CLEAN_083,CLEAN_057,534,2025-12-13 16:00:00
TXN_00268,CLEAN_090,CLEAN_068,547,2025-12-14 17:00:00
TXN_00269,CLEAN_097,CLEAN_079,560,2025-12-15 18:00:00
TXN_00270,CLEAN_104,CLEAN_090,573,2025-12-16 19:00:00
TXN_00271,CLEAN_111,CLEAN_101,586,2025-12-17 20:00:00
TXN_00272,CLEAN_118,CLEAN_112,599,2025-12-18 21:00:00
TXN_00273,CLEAN_125,CLEAN_123,612,2025-12-19 22:00:00
TXN_00274,CLEAN_132,CLEAN_134,625,2025-12-20 23:00:00
TXN_00275,CLEAN_139,CLEAN_145,638,2025-12-21 00:00:00
TXN_00276,CLEAN_146,CLEAN_156,651,2025-12-22 01:00:00
TXN_00277,CLEAN_153,CLEAN_167,664,2025-12-23 02:00:00
TXN_00278,CLEAN_160,CLEAN_178,677,2025-12-24 03:00:00
TXN_00279,CLEAN_167,CLEAN_189,690,2025-12-25 04:00:00
TXN_00280,CLEAN_174,CLEAN_000,703,2025-12-26 05:00:00
TXN_00281,CLEAN_181,CLEAN_011,716,2025-12-27 06:00:00
TXN_00282,CLEAN_188,CLEAN_022,729,2025-12-28 07:00:00
TXN_00283,CLEAN_195,CLEAN_033,742,2025-12-01 08:00:00
TXN_00284,CLEAN_002,CLEAN_044,755,2025-12-02 09:00:00
TXN_00285,CLEAN_009,CLEAN_055,768,2025-12-03 10:00:00
TXN_00286,CLEAN_016,CLEAN_066,781,2025-12-04 11:00:00
TXN_00287,CLEAN_023,CLEAN_077,794,2025-12-05 12:00:00
TXN_00288,CLEAN_030,CLEAN_088,807,2025-12-06 13:00:00
TXN_00289,CLEAN_037,CLEAN_099,820,2025-12-07 14:00:00
TXN_00290,CLEAN_044,CLEAN_110,833,2025-12-08 15:00:00
TXN_00291,CLEAN_051,CLEAN_121,846,2025-12-09 16:00:00
TXN_00292,CLEAN_058,CLEAN_132,859,2025-12-10 17:00:00
TXN_00293,CLEAN_065,CLEAN_143,872,2025-12-11 18:00:00
TXN_00294,CLEAN_072,CLEAN_154,885,2025-12-12 19:00:00
TXN_00295,CLEAN_079,CLEAN_165,898,2025-12-13 20:00:00
TXN_00296,CLEAN_086,CLEAN_176,911,2025-12-14 21:00:00
TXN_00297,CLEAN_093,CLEAN_187,924,2025-12-15 22:00:00
TXN_00298,CLEAN_100,CLEAN_198,937,2025-12-16 23:00:00
TXN_00299,CLEAN_107,CLEAN_009,950,2025-12-17 00:00:00
TXN_00300,CLEAN_114,CLEAN_020,963,2025-12-18 01:00:00
TXN_00301,CLEAN_121,CLEAN_031,976,2025-12-19 02:00:00
TXN_00302,CLEAN_128,CLEAN_042,989,2025-12-20 03:00:00
TXN_00303,CLEAN_135,CLEAN_053,1002,2025-12-21 04:00:00
TXN_00304,CLEAN_142,CLEAN_064,1015,2025-12-22 05:00:00
TXN_00305,CLEAN_149,CLEAN_075,1028,2025-12-23 06:00:00
TXN_00306,CLEAN_156,CLEAN_086,1041,2025-12-24 07:00:00
TXN_00307,CLEAN_163,CLEAN_097,1054,2025-12-25 08:00:00
TXN_00308,CLEAN_170,CLEAN_108,1067,2025-12-26 09:00:00
TXN_00309,CLEAN_177,CLEAN_119,1080,2025-12-27 10:00:00
TXN_00310,CLEAN_184,CLEAN_130,1093,2025-12-28 11:00:00
TXN_00311,CLEAN_191,CLEAN_141,1106,2025-12-01 12:00:00
TXN_00312,CLEAN_198,CLEAN_152,1119,2025-12-02 13:00:00
TXN_00313,CLEAN_005,CLEAN_163,1132,2025-12-03 14:00:00
TXN_00314,CLEAN_012,CLEAN_174,1145,2025-12-04 15:00:00
TXN_00315,CLEAN_019,CLEAN_185,1158,2025-12-05 16:00:00
TXN_00316,CLEAN_026,CLEAN_196,1171,2025-12-06 17:00:00
TXN_00317,CLEAN_033,CLEAN_007,1184,2025-12-07 18:00:00
TXN_00318,CLEAN_040,CLEAN_018,1197,2025-12-08 19:00:00
TXN_00319,CLEAN_047,CLEAN_029,1210,2025-12-09 20:00:00
TXN_00320,CLEAN_054,CLEAN_040,1223,2025-12-10 21:00:00
TXN_00321,CLEAN_061,CLEAN_051,1236,2025-12-11 22:00:00
TXN_00322,CLEAN_068,CLEAN_062,1249,2025-12-12 23:00:00
TXN_00323,CLEAN_075,CLEAN_073,1262,2025-12-13 00:00:00
TXN_00324,CLEAN_082,CLEAN_084,1275,2025-12-14 01:00:00
TXN_00325,CLEAN_089,CLEAN_095,1288,2025-12-15 02:00:00
TXN_00326,CLEAN_096,CLEAN_106,1301,2025-12-16 03:00:00
TXN_00327,CLEAN_103,CLEAN_117,1314,2025-12-17 04:00:00
TXN_00328,CLEAN_110,CLEAN_128,1327,2025-12-18 05:00:00
TXN_00329,CLEAN_117,CLEAN_139,1340,2025-12-19 06:00:00
TXN_00330,CLEAN_124,CLEAN_150,1353,2025-12-20 07:00:00
TXN_00331,CLEAN_131,CLEAN_161,1366,2025-12-21 08:00:00
TXN_00332,CLEAN_138,CLEAN_172,1379,2025-12-22 09:00:00
TXN_00333,CLEAN_145,CLEAN_183,1392,2025-12-23 10:00:00
TXN_00334,CLEAN_152,CLEAN_194,1405,2025-12-24 11:00:00
TXN_00335,CLEAN_159,CLEAN_005,1418,2025-12-25 12:00:00
TXN_00336,CLEAN_166,CLEAN_016,1431,2025-12-26 13:00:00
TXN_00337,CLEAN_173,CLEAN_027,1444,2025-12-27 14:00:00
TXN_00338,CLEAN_180,CLEAN_038,1457,2025-12-28 15:00:00
TXN_00339,CLEAN_187,CLEAN_049,1470,2025-12-01 16:00:00
TXN_00340,CLEAN_194,CLEAN_060,1483,2025-12-02 17:00:00
TXN_00341,CLEAN_001,CLEAN_071,1496,2025-12-03 18:00:00
TXN_00342,CLEAN_008,CLEAN_082,1509,2025-12-04 19:00:00
TXN_00343,CLEAN_015,CLEAN_093,1522,2025-12-05 20:00:00
TXN_00344,CLEAN_022,CLEAN_104,1535,2025-12-06 21:00:00
TXN_00345,CLEAN_029,CLEAN_115,1548,2025-12-07 22:00:00
TXN_00346,CLEAN_036,CLEAN_126,1561,2025-12-08 23:00:00
TXN_00347,CLEAN_043,CLEAN_137,1574,2025-12-09 00:00:00
TXN_00348,CLEAN_050,CLEAN_148,1587,2025-12-10 01:00:00
TXN_00349,CLEAN_057,CLEAN_159,1600,2025-12-11 02:00:00
TXN_00350,CLEAN_064,CLEAN_170,1613,2025-12-12 03:00:00
TXN_00351,CLEAN_071,CLEAN_181,1626,2025-12-13 04:00:00
